Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
"Contact tracers are doing important work to keep our communities healthy and safe. If you get a call from a contact tracer, it is important that you answer. Just remember they will never ask for your credit card information or social security number.",276,2020-06-30 15:43:02,Twitter Web App,411,126,GovEvers,1277991038133690368,,234896532,False,https://t.co/Hp6efTzbCP,en,June,Q2
"Continue to monitor yourself for symptoms of COVID-19, and if you have any symptoms or you’ve recently been in a large gathering of people, please find a testing site near you to get tested at: .",242,2020-06-29 00:25:50,Twitter for iPhone,192,51,GovEvers,1277397830802509830,,234896532,False,https://t.co/VsT2Z7rbLo,en,June,Q2
"As we continue to celebrate #PrideMonth, let’s work together to reduce the economic and health disparities faced by the LGBTQ community, particularly transgender individuals and LGBTQ people of color, and continue our work to build a Wisconsin for everyone.",281,2020-06-28 19:46:46,Twitter for iPhone,521,76,GovEvers,1277327601678405632,,234896532,False,https://t.co/XocyvuGWMg,en,June,Q2
"Join @LGMandelaBarnes and the Climate Change Task Force today for their virtual public listening session. Share your thoughts on the climate crisis and how we move our state forward into a sustainable, renewable future. Learn more and sign up here:",272,2020-06-27 13:00:05,Twitter Web App,81,14,GovEvers,1276862867028029445,,234896532,False,https://t.co/krTcDD4GyN,en,June,Q2
"COVID-19 is still very present and spreading in our communities. So, folks, don’t risk it. Please continue to follow best practices to keep yourself and your neighbors healthy and safe.",209,2020-06-26 23:10:00,TweetDeck,1127,322,GovEvers,1276653970262376448,,234896532,False,https://t.co/Io1pzCRjoC,en,June,Q2
"Everyone should be able to have access to quality, affordable healthcare. Visit  and get connected to an expert who can help make sure you can get covered and find healthcare coverage that’s right for you and your family.",268,2020-06-26 19:32:06,TweetDeck,115,30,GovEvers,1276599135785779200,,234896532,False,https://t.co/eIJQWmSsI5,en,June,Q2
Last call! Deadline extended to tonight at 11:59 p.m. for businesses to apply for @WEDCNews We’re All In grant for small businesses.,156,2020-06-26 15:01:27,Twitter Web App,36,20,GovEvers,1276531022927036416,,234896532,False,https://t.co/aGNyDNXF7M,en,June,Q2
Stay updated on COVID-19 in your community by using @DHSWI new data dashboard. This dashboard can help you determine the risk of infection in your community and make informed choices for you and your family. Visit:,262,2020-06-25 21:00:01,TweetDeck,56,20,GovEvers,1276258870029987841,,234896532,False,https://t.co/YbehRZTKfU,en,June,Q2
"I'm proud The People's Budget included a $31-million investment in the Fincantieri Marinette Marine shipyard to support worker training and infrastructure development, including $29 million through @WisconsinDOT's Harbor Assistance grant program for the Port of Marinette.",296,2020-06-25 18:25:12,Twitter Web App,118,29,GovEvers,1276219910411243525,,234896532,False,https://t.co/2A0MlohLHN,en,June,Q2
"While Republicans are in court trying to strike down the ACA and take healthcare coverage away from millions, in Wisconsin we’re working to get folks access to quality, affordable healthcare. Visit  to get help finding health insurance that’s right for you.",304,2020-06-25 17:18:14,Twitter Web App,562,190,GovEvers,1276203057609617408,,234896532,False,https://t.co/eIJQWna46F,en,June,Q2
We are prepared to activate the Wisconsin National Guard to protect state buildings and infrastructure and are continuing to work with local law enforcement to understand their response to last night’s events and their plan to respond to similar events in the future.,267,2020-06-24 12:49:36,Twitter Web App,373,50,GovEvers,1275773068376510464,234896532.0,234896532,False,,en,June,Q2
The Capitol Police Department responded to attempts to breach the State Capitol and were able to prevent additional penetration of the building. Additional resources from the Wisconsin State Patrol were also dispatched to provide support to the Madison Police Department.,271,2020-06-24 12:49:36,Twitter Web App,197,25,GovEvers,1275773067659264001,234896532.0,234896532,False,,en,June,Q2
"We are assessing the damage to state property, including the State Capitol building, the surrounding area, and the Tommy G. Thompson Center. Both “Forward” and Col. Hans Christian Heg statues have been recovered.",212,2020-06-24 12:49:36,Twitter Web App,184,19,GovEvers,1275773066879152129,234896532.0,234896532,False,,en,June,Q2
"Our cause and our purpose must continue to be the pursuit of the promise of an equitable, just, and fair state and country, and we cannot delay delivering on these promises any longer.",184,2020-06-24 12:49:36,Twitter Web App,180,16,GovEvers,1275773066094751745,234896532.0,234896532,False,,en,June,Q2
"We also cannot allow ourselves to forget the reason why these protests began: because of the murder of George Floyd, of Breonna Taylor, of the many Black lives taken before them, and because racism and structural inequality still pervade this country.",251,2020-06-24 12:49:36,Twitter Web App,259,34,GovEvers,1275773065297907714,234896532.0,234896532,False,,en,June,Q2
"Any single act of injustice against one person is less justice for all of us, and the people who committed these acts of violence will be held accountable. My thoughts are with @TimCarpenterMKE who was among the individuals attacked last night and wish him a quick recovery.",274,2020-06-24 12:49:35,Twitter Web App,252,33,GovEvers,1275773064513556480,234896532.0,234896532,False,,en,June,Q2
"I want to be clear: violence against any person—whether in the middle of the street in broad daylight, at home trying to sleep, going for a run, or happening upon a protest as was the case last night—is wrong. It should never be tolerated.",239,2020-06-24 12:49:35,Twitter Web App,375,51,GovEvers,1275773063754326017,234896532.0,234896532,False,,en,June,Q2
"What happened in Madison last night presented a stark contrast from the peaceful protests we have seen across our state in recent weeks, including significant damage to state property.",184,2020-06-24 12:49:35,Twitter Web App,699,142,GovEvers,1275773062978441217,,234896532,False,,en,June,Q2
The Governor’s Task Force on Climate Change is hosting its first virtual listening session tonight at 6 p.m.! @LGMandelaBarnes and the task force members want to hear from folks across our state on the impacts of climate change so register to join here:,277,2020-06-23 21:05:31,Twitter Web App,108,21,GovEvers,1275535478616252416,,234896532,False,https://t.co/8ePSOFukZq,en,June,Q2
These are just a few of the efforts the SEOC has championed to respond to COVID-19 and keep Wisconsinites safe. Learn more about the SEOC’s work over the last 100 days here:,197,2020-06-23 19:44:34,Twitter Web App,45,4,GovEvers,1275515107309572096,234896532.0,234896532,False,https://t.co/uHFEqA40Pu,en,June,Q2
"To date, the SEOC has distributed more than 450,000 N95 and 97,000 KN95 masks, nearly 8 million medical and surgical masks, more than 240,000 face shields and goggles, and 521,000 medical gowns to healthcare providers.",218,2020-06-23 19:44:33,Twitter Web App,47,4,GovEvers,1275515106185449473,234896532.0,234896532,False,,en,June,Q2
"The SEOC also took early and continued action to ensure healthcare workers and facilities had the resources, beds, ventilators, and PPE supplies they need to care for patients and tackle COVID-19.",196,2020-06-23 19:44:33,Twitter Web App,27,4,GovEvers,1275515105082368000,234896532.0,234896532,False,,en,June,Q2
