kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD
state,7,new,5,health,12,covid19,12,may,7,public,9,covid19,33
work,5,community,4,#covid19,10,may,8,state,7,thank,6,state,33
new,5,kentucky,3,covid19,10,people,7,social,7,support,5,new,28
residents,5,housing,3,state,7,#covid19,7,work,7,work,5,work,28
thank,4,state,3,care,7,order,7,new,6,covid19,5,health,28
join,4,#teamkentucky,3,work,5,home,7,week,6,new,5,#covid19,25
housing,4,thanks,3,call,5,continue,6,covid19,6,mask,4,may,21
together,4,education,3,home,5,workers,6,businesses,6,big,4,thank,20
people,3,crisis,2,schools,4,lives,6,health,5,health,4,public,18
iran,3,world,2,live,4,stay,5,#covid19,5,state,4,home,17
tamil,3,fitness,2,visit,4,part,5,distancing,5,reducing,3,stay,16
safe,3,building,2,children,4,state,5,de,5,service,3,support,16
good,3,weekend,2,stay,4,travel,5,stay,4,police,3,care,16
heritage,3,continues,2,todays,4,work,5,relief,4,role,3,safe,16
toronto,3,support,2,essential,4,safe,5,2020,4,safe,3,people,15
next,3,north,2,update,4,care,5,safe,4,welcome,3,continue,14
federal,3,thank,2,order,4,health,5,news,4,stop,3,update,13
rural,3,build,2,homes,3,public,4,please,4,#covid19,3,order,13
iranian,3,leaders,2,tax,3,emergency,4,la,4,local,3,call,13
celebrating,3,center,2,critical,3,new,4,claims,4,feel,3,community,13
jobs,3,tots,2,leader,3,week,4,application,4,may,3,week,13
city,3,grigg,2,information,3,spread,4,phase,4,general,3,businesses,12
family,3,@potus,2,support,3,pandemic,4,care,4,commitment,3,help,12
best,3,idaho,2,across,3,support,4,watch,4,economic,3,together,11
stronger,2,@repricklarsen,2,necessary,3,deaths,4,business,4,policing,2,workers,11
help,2,affordable,2,2,3,communities,4,school,4,iowa,2,please,11
economy,2,contact,2,child,3,president,3,high,4,update,2,working,11
address,2,future,2,businesses,3,together,3,main,4,information,2,spread,10
wishes,2,@mayorcassie,2,thank,3,across,3,students,3,3rd,2,city,10
census,2,ab,2,public,3,thank,3,update,3,process,2,families,10
tomorrow,2,@senatorcantwell,2,coronavirus,3,medical,3,people,3,community,2,watch,9
republican,2,created,2,please,3,families,3,3,3,stay,2,welcome,9
democrats,2,police,2,additional,3,clear,3,counties,3,distancing,2,social,9
affordable,2,radical,2,together,3,hospital,3,city,3,social,2,live,9
count,2,block,2,#coronavirus,3,american,3,year,3,15,2,part,9
thousands,2,california,1,spread,3,update,3,case,3,promise,2,pandemic,9
legacy,2,mobilized,1,times,3,working,3,families,3,hard,2,coronavirus,9
nation,2,needs,1,utah,3,country,3,fight,3,symptoms,2,residents,9
king,2,woman,1,provide,3,coronavirus,3,available,3,businesses,2,service,9
community,2,site,1,updates,3,take,3,reopening,3,gaming,2,take,9
part,2,key,1,orders,3,includes,3,receive,3,states,2,news,9
development,2,bowl,1,city,3,government,3,reopen,3,servant,2,essential,8
roads,2,work,1,tomorrow,3,times,3,face,3,wear,2,business,8
