Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
"No one wants to see businesses close, more people sickened and our economy further impacted. But our progress depends on cooperation and common sense. It’s the way both our citizens and our economy will stay healthy. 3/3",244,2020-06-29 18:56:17,Twitter Web App,34,7,GovernorGordon,1277677286205120518,1.081334766924755e+18,1081334766924754944,False,https://t.co/r04ttWjkWZ,en,June,Q2,"['wants', 'businesses', 'close', 'people', 'sickened', 'economy', 'impacted', 'progress', 'depends', 'cooperation', 'common', 'sense', 'citizens', 'economy', 'stay', 'healthy', '33']"
"It is up to all of us to make a concerted effort to slow the spread of the virus. Right now, the health of our citizens and our economy depends upon everyone practicing good hygiene, social distancing and wearing a mask in public where social distancing isn’t possible. 2/3",273,2020-06-29 18:56:17,Twitter Web App,30,4,GovernorGordon,1277677285458534403,1.081334766924755e+18,1081334766924754944,False,,en,June,Q2,"['concerted', 'effort', 'slow', 'spread', 'virus', 'health', 'citizens', 'economy', 'depends', 'upon', 'everyone', 'practicing', 'good', 'hygiene', 'social', 'distancing', 'wearing', 'mask', 'public', 'social', 'distancing', 'isnt', 'possible', '23']"
"Given the increase in the number of cases of COVID-19 we have seen in recent weeks, Wyoming has extended the public health orders currently in place through July 15. We've seen 288 new cases of COVID-19 in 15 counties in the past 2 weeks. 1/3",242,2020-06-29 18:56:17,Twitter Web App,58,19,GovernorGordon,1277677284728717318,,1081334766924754944,False,,en,June,Q2,"['given', 'increase', 'number', 'cases', 'covid19', 'seen', 'recent', 'weeks', 'wyoming', 'extended', 'public', 'health', 'orders', 'currently', 'place', 'july', '15', 'seen', '288', 'new', 'cases', 'covid19', '15', 'counties', 'past', '2', 'weeks', '13']"
"Happy Father's Day to all the fathers, grandfathers and men who are making a positive difference in a child's life. ""Fatherhood is giving one’s all, from a child’s first day of life on, from the break of day to its end—on the job, in the household, but most of all, in the heart.""",304,2020-06-21 15:22:52,Twitter Web App,65,6,GovernorGordon,1274724475288735745,,1081334766924754944,False,https://t.co/120LzvTHHd,en,June,Q2,"['happy', 'fathers', 'fathers', 'grandfathers', 'men', 'making', 'positive', 'difference', 'childs', 'life', 'fatherhood', 'giving', 'ones', 'childs', 'life', 'break', 'endon', 'job', 'household', 'heart']"
Some good economic news to report- Wyoming's May unemployment rate of 8.8% was the 3rd lowest in the country.,133,2020-06-19 20:36:16,Twitter Web App,91,10,GovernorGordon,1274078565907267584,,1081334766924754944,False,https://t.co/lUPTsuEH7d,en,June,Q2,"['good', 'economic', 'news', 'report', 'wyomings', 'may', 'unemployment', 'rate', '88', '3rd', 'lowest', 'country']"
"I'm holding a media briefing at 4pm today, June 16, to provide a COVID-19 update. Watch live on @WyomingPBS Facebook or YouTube.",152,2020-06-16 19:29:14,TweetDeck,16,9,GovernorGordon,1272974534229069824,,1081334766924754944,False,https://t.co/S23z7DCCXe,en,June,Q2,"['holding', 'media', 'briefing', '4pm', 'june', '16', 'provide', 'covid19', 'update', 'watch', 'live', '@wyomingpbs', 'facebook', 'youtube']"
"Another round of thanks go out to Director General Alex Fan of @TECOinSeattle for facilitating Taiwan's donation of 10,000 N95 masks to Wyoming and the @WyoBizCouncil. We appreciate their continued support of our state's people and businesses.",267,2020-06-11 21:38:35,Twitter Web App,56,12,GovernorGordon,1271195146072227841,,1081334766924754944,False,https://t.co/nl6yYh0rB7,en,June,Q2,"['another', 'round', 'thanks', 'director', 'general', 'alex', 'fan', '@tecoinseattle', 'facilitating', 'taiwans', 'donation', '10000', 'n95', 'masks', 'wyoming', '@wyobizcouncil', 'appreciate', 'continued', 'support', 'states', 'people', 'businesses']"
"...we are able to continue removing the few public health restrictions that remain. Our updated health orders allow Wyomingites to safely celebrate the 4th of July the way that all Americans should, with barbecues, parades and other celebrations of our nation’s independence. 5/5",279,2020-06-11 01:18:51,Twitter Web App,31,3,GovernorGordon,1270888192648986624,1.081334766924755e+18,1081334766924754944,False,,en,June,Q2,"['able', 'continue', 'removing', 'public', 'health', 'restrictions', 'remain', 'updated', 'health', 'orders', 'allow', 'wyomingites', 'safely', 'celebrate', '4th', 'july', 'americans', 'barbecues', 'parades', 'celebrations', 'nations', 'independence', '55']"
It is my hope and desire that we do not see additional infections and cases of COVID-19 in Wyoming due to the recent protests. Wyoming will carefully monitor the rate of infection over the next few weeks. We have made outstanding progress and I remain hopeful...4/5,265,2020-06-11 01:18:51,Twitter Web App,15,1,GovernorGordon,1270888191835303936,1.081334766924755e+18,1081334766924754944,False,,en,June,Q2,"['hope', 'desire', 'additional', 'infections', 'cases', 'covid19', 'wyoming', 'due', 'recent', 'protests', 'wyoming', 'carefully', 'monitor', 'rate', 'infection', 'next', 'weeks', 'outstanding', 'progress', 'remain', 'hopeful45']"
"However, large gatherings of people do involve significant health risks, and this risk has been identified both locally and nationally. I encourage those who chose to participate in peaceful protests to practice social distancing and wear face coverings as much as possible. 3/5",278,2020-06-11 01:18:51,Twitter Web App,19,2,GovernorGordon,1270888191101263873,1.081334766924755e+18,1081334766924754944,False,,en,June,Q2,"['however', 'large', 'gatherings', 'people', 'involve', 'significant', 'health', 'risks', 'risk', 'identified', 'locally', 'nationally', 'encourage', 'chose', 'participate', 'peaceful', 'protests', 'practice', 'social', 'distancing', 'wear', 'face', 'coverings', 'possible', '35']"
"This is America and everyone has a right to express their point of view. I have not encouraged any actions by law enforcement to cite protesters for violating the state's health orders, as I recognize the importance of the ability to protest, both for Wyoming and our Nation. 2/5",279,2020-06-11 01:18:51,Twitter Web App,19,1,GovernorGordon,1270888190358941700,1.081334766924755e+18,1081334766924754944,False,,en,June,Q2,"['america', 'everyone', 'express', 'point', 'view', 'encouraged', 'actions', 'law', 'enforcement', 'cite', 'protesters', 'violating', 'states', 'health', 'orders', 'recognize', 'importance', 'ability', 'protest', 'wyoming', 'nation', '25']"
"It’s refreshing to see citizens feeling free to express their First Amendment rights, as we have seen so often over the past month. I respect the right, and appreciate the intent of all those who have spoken out, even if it is against decisions I have made. 1/5",261,2020-06-11 01:18:51,Twitter Web App,56,8,GovernorGordon,1270888189608071169,,1081334766924754944,False,,en,June,Q2,"['refreshing', 'citizens', 'feeling', 'free', 'express', 'amendment', 'rights', 'seen', 'often', 'past', 'month', 'respect', 'appreciate', 'intent', 'spoken', 'decisions', '15']"
"Our COVID-19 dashboard has been updated to reflect the improvement in the statewide metrics used to ease restrictions. It is important to remain vigilant, but with our continued success, I am confident we can continue lifting the very few remaining public health restrictions. 2/2",304,2020-06-10 21:45:22,Twitter Web App,8,2,GovernorGordon,1270834466576117762,1.081334766924755e+18,1081334766924754944,False,https://t.co/osVMRenj6z,en,June,Q2,"['covid19', 'dashboard', 'updated', 'reflect', 'improvement', 'statewide', 'metrics', 'used', 'ease', 'restrictions', 'important', 'remain', 'vigilant', 'continued', 'success', 'confident', 'continue', 'lifting', 'remaining', 'public', 'health', 'restrictions', '22']"
"Wyoming's updated public health orders that take effect June 15 will allow indoor gatherings of up to 250 people with social distancing restrictions, permit parades and allow our K-12 schools to resume in-person instruction for all students. 1/2",269,2020-06-10 21:45:22,Twitter Web App,12,5,GovernorGordon,1270834465754025988,,1081334766924754944,False,https://t.co/t7a8WE1Ovv,en,June,Q2,"['wyomings', 'updated', 'public', 'health', 'orders', 'take', 'effect', 'june', '15', 'allow', 'indoor', 'gatherings', '250', 'people', 'social', 'distancing', 'restrictions', 'permit', 'parades', 'allow', 'k12', 'schools', 'resume', 'inperson', 'instruction', 'students', '12']"
"It was a pleasure to visit with World War II veteran Sidney Walton, 101, this morning at the Capitol and thank him for his service. Mr. Walton joined the army in 1941 and served in the 34th Infantry, 8th Division.",237,2020-06-08 16:05:28,TweetDeck,100,13,GovernorGordon,1270024152829886464,,1081334766924754944,False,https://t.co/uKEzlKPm2i,en,June,Q2,"['pleasure', 'visit', 'world', 'war', 'ii', 'veteran', 'sidney', 'walton', '101', 'morning', 'capitol', 'thank', 'service', 'mr', 'walton', 'joined', 'army', '1941', 'served', '34th', 'infantry', '8th', 'division']"
"On this day in 1944, Allied troops stormed the beach in Normandy and changed the course of World War II. Today we remember their bravery and honor their sacrifice. #DDay",193,2020-06-06 14:40:00,TweetDeck,98,11,GovernorGordon,1269277867076136961,,1081334766924754944,False,https://t.co/p5x8U064Gg,en,June,Q2,"['1944', 'allied', 'troops', 'stormed', 'beach', 'normandy', 'changed', 'course', 'world', 'war', 'ii', 'remember', 'bravery', 'honor', 'sacrifice', '#dday']"
"I will hold a media briefing at 3 pm today, June 4, to provide updates on COVID-19 and the state's budget.
Watch live on @WyomingPBS TV, Facebook and here:",179,2020-06-04 18:58:00,TweetDeck,11,2,GovernorGordon,1268618019175124993,,1081334766924754944,False,https://t.co/w5Xg0zdyM0,en,June,Q2,"['hold', 'media', 'briefing', '3', 'june', '4', 'provide', 'updates', 'covid19', 'states', 'budgetwatch', 'live', '@wyomingpbs', 'tv', 'facebook']"
"The Wyoming Emergency Housing Assistance Program is now accepting applications. This eviction prevention program serves eligible Wyoming residents who lack sufficient income or resources to pay housing costs.
Information here:",250,2020-06-04 16:48:55,TweetDeck,35,14,GovernorGordon,1268585537222426625,,1081334766924754944,False,https://t.co/ckym2Urzi0,en,June,Q2,"['wyoming', 'emergency', 'housing', 'assistance', 'program', 'accepting', 'applications', 'eviction', 'prevention', 'program', 'serves', 'eligible', 'wyoming', 'residents', 'lack', 'sufficient', 'income', 'resources', 'pay', 'housing', 'costsinformation']"
I would like to provide some additional clarification surrounding yesterday’s announcement that six of Wyoming’s signature rodeo events will not be taking place this summer. My statement can be viewed here:,230,2020-05-29 00:39:28,TweetDeck,45,17,GovernorGordon,1266167239474020356,,1081334766924754944,False,https://t.co/4AutvdVLVc,en,May,Q2,"['provide', 'additional', 'clarification', 'surrounding', 'yesterdays', 'announcement', 'six', 'wyomings', 'signature', 'rodeo', 'events', 'taking', 'place', 'summer', 'statement', 'viewed']"
"I'm holding a media briefing at 3 pm today, May 27, to provide a COVID-19 update and discuss the status of large events in Wyoming this summer. Watch live on @WyomingPBS television, Facebook and YouTube.",227,2020-05-27 16:51:33,TweetDeck,17,10,GovernorGordon,1265687095982600195,,1081334766924754944,False,https://t.co/poFCOfWPo4,en,May,Q2,"['holding', 'media', 'briefing', '3', 'may', '27', 'provide', 'covid19', 'update', 'discuss', 'status', 'large', 'events', 'wyoming', 'summer', 'watch', 'live', '@wyomingpbs', 'television', 'facebook', 'youtube']"
On Memorial Day we honor those who made the ultimate sacrifice serving their country and defending the freedoms we enjoy today.,151,2020-05-25 13:14:11,Twitter for iPhone,72,7,GovernorGordon,1264907619115794433,,1081334766924754944,False,https://t.co/05lzzq88VN,en,May,Q2,"['memorial', 'honor', 'ultimate', 'sacrifice', 'serving', 'country', 'defending', 'freedoms', 'enjoy']"
"As we enter Memorial Day weekend, have fun but enjoy yourselves responsibly. Wear a face covering if you're going to come into close contact with others. It's a sign of respect for your neighbors and the vulnerable.",239,2020-05-22 22:47:00,TweetDeck,140,27,GovernorGordon,1263964606763945984,,1081334766924754944,False,https://t.co/K3u0KZWntO,en,May,Q2,"['enter', 'memorial', 'weekend', 'fun', 'enjoy', 'responsibly', 'wear', 'face', 'covering', 'close', 'contact', 'sign', 'respect', 'neighbors', 'vulnerable']"
"Under our new plan, WY will conduct COVID-19 testing at long-term care facilities. We will be test a % of all residents &amp; staff at each facility; Where there is a confirmed case, all staff &amp; residents will be tested weekly. Early interventions are critical to limiting outbreaks.",287,2020-05-21 22:15:00,TweetDeck,70,16,GovernorGordon,1263594166031839233,,1081334766924754944,False,,en,May,Q2,"['new', 'plan', 'wy', 'conduct', 'covid19', 'testing', 'longterm', 'care', 'facilities', 'test', 'residents', 'staff', 'facility', 'confirmed', 'case', 'staff', 'residents', 'tested', 'weekly', 'early', 'interventions', 'critical', 'limiting', 'outbreaks']"
Congratulations to Megan Dufault of Jackson and Sam Miller of Laramie who were named @usedgov Presidential Scholars. This honor places them among the  most distinguished graduating high school seniors in the country.,241,2020-05-21 20:15:00,TweetDeck,27,1,GovernorGordon,1263563967135244288,,1081334766924754944,False,https://t.co/KJR3po3kLx,en,May,Q2,"['congratulations', 'megan', 'dufault', 'jackson', 'sam', 'miller', 'laramie', 'named', '@usedgov', 'presidential', 'scholars', 'honor', 'places', 'among', 'distinguished', 'graduating', 'high', 'school', 'seniors', 'country']"
"Staying safe during COVID-19 shouldn't mean sacrificing the health of your children. Well child visits are still critical, and healthcare providers have adapted to ensure patient safety.",210,2020-05-21 18:15:00,TweetDeck,13,4,GovernorGordon,1263533767932538880,,1081334766924754944,False,https://t.co/imFPzEENpN,en,May,Q2,"['staying', 'safe', 'covid19', 'shouldnt', 'mean', 'sacrificing', 'health', 'children', 'child', 'visits', 'still', 'critical', 'healthcare', 'providers', 'adapted', 'ensure', 'patient', 'safety']"
