kw_jan,freq_jan,kw_feb,freq_feb,kw_mar,freq_mar,kw_apr,freq_apr,kw_may,freq_may,kw_jun,freq_jun,kw_junYTD,freq_junYTD,kw_q1,freq_q1,kw_q2,freq_q2,kw_q2YTD,freq_q2YTD
ri,16,work,10,ri,31,rhode,39,rhode,15,rhode,12,rhode,90,ri,53,rhode,66,rhode,90
state,13,school,6,@rihealth,25,thank,31,proud,12,ri,10,ri,82,work,40,islanders,41,ri,82
rhode,9,riers,6,work,25,islanders,30,phase,11,island,9,thank,63,state,34,thank,39,thank,63
tonight,7,ri,6,everyone,25,coronavirus,24,year,10,school,8,work,61,help,31,crisis,33,work,61
lets,7,proud,5,help,25,crisis,21,order,10,students,7,help,61,students,29,everyone,33,help,61
year,7,year,4,home,23,help,21,support,10,testing,7,everyone,60,home,27,coronavirus,31,everyone,60
system,7,program,4,students,21,please,21,may,10,support,7,state,57,everyone,27,support,31,state,57
school,6,housing,4,please,21,everyone,21,able,9,learning,7,islanders,54,@rihealth,25,help,30,islanders,54
prek,6,high,4,state,20,#askgovraimondo,20,available,9,state,6,students,50,businesses,24,ri,29,students,50
providence,6,prek,3,thank,19,hard,17,announce,9,gun,6,coronavirus,50,thank,24,please,27,coronavirus,50
#risots,6,ris,3,coronavirus,19,businesses,16,islanders,9,phase,6,support,50,rhode,24,available,27,support,50
new,6,honor,3,care,19,working,16,everyone,8,work,6,riers,49,care,24,proud,26,riers,49
ris,5,public,3,live,18,health,16,reopening,8,program,6,businesses,49,ris,23,riers,26,businesses,49
education,5,businesses,3,people,17,riers,16,crisis,8,racism,6,please,48,school,23,hard,25,please,48
schools,5,jobs,3,businesses,17,together,16,health,8,lgbtqia,5,home,45,riers,23,safe,25,home,45
working,5,expand,3,access,15,face,15,information,7,return,5,crisis,45,please,21,health,25,crisis,45
work,5,@realjobsri,3,families,15,families,15,communities,7,information,5,school,43,live,21,businesses,25,school,43
job,5,continue,3,support,15,available,15,safe,7,covid19,5,health,42,families,19,working,24,health,42
justice,5,skilled,3,business,15,new,15,place,7,violence,5,new,40,coronavirus,19,face,23,new,40
@realjobsri,5,students,3,ris,15,safe,14,give,7,riers,5,working,40,new,19,state,23,working,40
students,5,workforce,3,riers,15,home,14,hard,7,distance,4,families,39,people,19,order,23,families,39
islanders,5,training,3,rhode,14,support,14,businesses,7,theyve,4,people,39,support,19,announce,21,people,39
build,4,providence,3,health,14,people,14,app,6,important,4,care,39,business,18,new,21,care,39
100,4,home,2,april,13,care,13,state,6,community,4,proud,38,continue,17,students,21,proud,38
increase,4,boat,2,call,13,site,13,ris,6,please,4,@rihealth,38,health,17,work,21,@rihealth,38
care,4,grant,2,response,13,work,13,faith,6,committed,4,hard,36,working,16,#askgovraimondo,20,hard,36
housing,4,supports,2,new,13,virus,13,people,6,everyone,4,order,35,access,16,families,20,order,35
address,4,business,2,virus,12,lost,13,find,6,end,4,ris,33,call,14,people,20,ris,33
help,4,lets,2,continue,12,ri,13,weeks,6,2,4,call,32,year,14,school,20,call,32
businesses,4,fully,2,week,11,order,13,past,6,summer,4,public,32,islanders,13,together,19,public,32
training,4,internship,2,watch,11,questions,12,begin,6,public,4,year,32,public,13,island,19,year,32
energy,4,transform,2,information,11,share,12,announced,6,working,4,continue,31,response,13,public,19,continue,31
country,4,community,2,working,11,call,12,help,6,crisis,4,virus,30,child,13,may,19,virus,30
community,4,affordable,2,announced,11,family,12,ri,6,continue,4,business,30,take,13,home,18,business,30
giving,4,schools,2,days,11,still,11,week,6,social,4,live,30,lets,13,virus,18,live,30
kids,4,gun,2,services,11,public,11,face,6,thank,4,safe,30,watch,13,phase,18,safe,30
public,4,pass,2,school,11,proud,11,grateful,6,sites,4,together,29,april,13,visit,18,together,29
change,4,readiness,2,service,10,special,11,reopen,6,fight,4,information,29,days,12,information,18,information,29
excited,4,thank,2,distance,10,school,11,economy,5,safe,4,available,29,virus,12,call,18,available,29
children,4,real,2,crisis,10,important,11,riers,5,different,4,announce,28,proud,12,year,18,announce,28
child,3,build,2,hot,10,state,11,plan,5,visit,4,still,27,crisis,12,testing,18,still,27
leader,3,thousands,2,order,10,announce,11,visit,5,asymptomatic,4,program,27,week,12,program,17,program,27
thanks,3,support,2,take,10,ways,10,emergency,5,month,3,access,26,order,12,still,17,access,26
ensure,3,workers,2,remind,9,loved,10,live,5,@rihealth,3,week,26,announced,12,able,17,week,26
investing,3,electric,2,anyone,9,april,10,families,5,fall,3,announced,25,information,11,communities,17,announced,25
harrison,3,improve,2,learning,9,means,10,1,5,pawtucket,3,community,25,providence,11,find,17,community,25
classrooms,3,@prepare_ri,2,@caredotcom,9,looking,10,new,5,individual,3,island,24,tomorrow,11,lost,17,island,24
best,3,possible,2,spot,9,program,10,heres,5,outdoor,3,visit,24,ive,11,important,16,visit,24
live,3,proposed,2,child,9,find,10,remember,4,opportunity,3,important,24,services,11,reopening,16,important,24
dedicated,3,funding,2,still,9,students,10,covid19,4,set,3,face,24,hard,11,grateful,16,face,24
past,3,good,2,tomorrow,9,grateful,9,ways,4,district,3,learning,23,still,10,community,15,learning,23
across,3,westerly,2,local,9,@rihealth,9,partnership,4,coronavirus,3,may,23,place,10,share,15,may,23
action,3,@asa_org,2,place,9,members,9,home,4,throughout,3,april,23,learning,10,care,15,april,23
conversation,3,deserve,2,facebook,9,testing,9,free,4,months,3,able,23,service,10,questions,14,able,23
promise,3,job,2,hard,8,workers,9,worship,4,available,3,find,23,teachers,10,special,14,find,23
tv,3,help,2,announcing,8,visit,9,allowing,4,dining,3,workers,23,community,10,loved,14,workers,23
thank,3,fund,2,critical,8,ones,9,students,4,updates,3,family,22,schools,10,week,14,family,22
bond,3,@gdelectricboat,2,phone,8,may,9,service,4,lot,3,take,22,workers,10,ways,14,take,22
island,3,ive,2,@ri_dlt,8,rules,9,call,4,proud,3,lost,22,hot,10,stay,14,lost,22
teachers,3,corner,1,workers,8,community,9,color,4,workers,3,response,21,program,10,continue,14,response,21
economy,3,early,1,press,8,stay,9,needs,4,response,3,tomorrow,21,together,10,family,14,tomorrow,21
begun,3,memory,1,update,8,difficult,8,access,4,hand,3,place,20,distance,10,site,13,place,20
violence,3,past,1,employees,8,friends,8,covering,4,free,3,stay,20,facebook,9,violence,13,stay,20
