source,text,created_at,retweet_count,favorite_count,is_retweet,id_str
Twitter for iPhone,RT @TeamTrump: President @realDonaldTrump says violence must stop so Americans can honor the memory of #GeorgeFloyd https://t.co/fXdVlAzaEE,05-30-2020 18:02:43,12587,0,true,1266792166568816640
Twitter for iPhone,Here we go again. Fake News @CNN is blaming RUSSIA RUSSIA RUSSIA. They are sick losers with VERY bad ratings! P.S. Can’t blame China because they need the cash?,05-30-2020 17:04:09,45174,197495,false,1266777430016102403
Twitter for iPhone,It’s ANTIFA and the Radical Left. Don’t lay the blame on others!,05-30-2020 15:54:56,88836,362632,false,1266760009872007171
Twitter for iPhone,Mayor Jacob Frey of Minneapolis will never be mistaken for the late great General Douglas McArthur or great fighter General George Patton. How come all of these places that defend so poorly are run by Liberal Democrats? Get tough and fight (and arrest the bad ones). STRENGTH!,05-30-2020 14:25:02,37044,160929,false,1266737385120960515
Twitter for iPhone,These are “Organized Groups” that have nothing to do with George Floyd. Sad!,05-30-2020 14:00:49,66695,314315,false,1266731291917062145
Twitter for iPhone,The professionally managed so-called “protesters” at the White House had little to do with the memory of George Floyd. They were just there to cause trouble. The @SecretService handled them easily. Tonight I understand is MAGA NIGHT AT THE WHITE HOUSE???,05-30-2020 13:34:02,38853,163450,false,1266724553620930561
Twitter for iPhone,They professionally managed so-called “protesters” at the White House had little to do with the memory of George Floyd. They were just there to cause trouble. The @SecretService handled them easily. Tonight I understand is MAGA NIGHT AT THE WHITE HOUSE???,05-30-2020 13:27:47,2699,9698,false,1266722977242124288
Twitter for iPhone,They professionally managed so-called “protesters” at the White House had little to do with the memory of George Floyd. They were just their to cause trouble. The @SecretService handled them easily. Tonight I understand is MAGA NIGHT AT THE WHITE HOUSE???,05-30-2020 13:21:20,2900,10702,false,1266721357712232448
Twitter for iPhone,Great job last night at the White House by the U.S. @SecretService. They were not only totally professional but very cool. I was inside watched every move and couldn’t have felt more safe. They let the “protesters” scream &amp; rant as much as they wanted but whenever someone....,05-30-2020 12:41:04,32671,156207,false,1266711221191020544
Twitter for iPhone,....got too frisky or out of line they would quickly come down on them hard - didn’t know what hit them. The front line was replaced with fresh agents like magic. Big crowd professionally organized but nobody came close to breaching the fence. If they had they would....,05-30-2020 12:41:04,12074,59045,false,1266711221836931072
Twitter for iPhone,....have been greeted with the most vicious dogs and most ominous weapons I have ever seen. That’s when people would have been really badly hurt at least. Many Secret Service agents just waiting for action. “We put the young ones on the front line sir they love it and....,05-30-2020 12:41:04,17905,86821,false,1266711223657205763
Twitter for iPhone,....good practice.” As you saw last night they were very cool &amp; very professional. Never let it get out of hand. Thank you! On the bad side the D.C. Mayor @MurielBowser who is always looking for money &amp; help wouldn’t let the D.C. Police get involved. “Not their job.” Nice!,05-30-2020 12:41:04,20702,93663,false,1266711224391213056
Twitter for iPhone,RT @ScottAdamsSays: Malaria drug and zinc the missing link https://t.co/FC9CpuH0Yr via @theconwom,05-30-2020 03:26:31,12083,0,true,1266571665204527109
Twitter for iPhone,RT @YoungDems4Trump: In Democrat cities you can get arrested for opening a business but not for looting one. #MinneapolisRiot #Coronavirus,05-30-2020 03:21:41,28269,0,true,1266570449431003138
Twitter for iPhone,RT @YoungDems4Trump: So sad. This poor business owner lost everything due to the  #MinneapolisRiothttps://t.co/mK0nHFNthS,05-30-2020 03:21:32,29433,0,true,1266570411678019584
Twitter for iPhone,Time for a change! #2020 https://t.co/AECy2GBfys,05-30-2020 03:20:18,46443,180207,false,1266570099454103553
Twitter for iPhone,RT @TallahForTrump: Trump spoke at my church in Detroit and it opened my eyes. Never again will I be a slave to the Democrats!👊 Let us rise…,05-30-2020 03:19:01,38937,0,true,1266569778770182151
Twitter for iPhone,RT @TheRightMelissa: In an ironic twist of fate CNN HQ is being attacked by the very riots they promoted as noble &amp; just. Oops,05-30-2020 03:18:18,29984,0,true,1266569597689438215
Twitter for iPhone,RT @Jim_Jordan: Right on! We don’t have to pay organizations to lie to us. They’ll probably do it for free.,05-30-2020 03:15:54,20247,0,true,1266568994242260992
Twitter for iPhone,RT @Scavino45: “Texas AG Ken Paxton: Trump is right and Twitter ‘fact check’ is wrong – mail-in ballot fraud is a real problem” https://t.c…,05-30-2020 03:15:30,14287,0,true,1266568894568955909
Twitter for iPhone,RT @Jim_Jordan: Twitter “fact checks” President Trump. Did they ever fact check Comey or Schiff?Did they ever fact check Clapper (CNN)?…,05-30-2020 03:15:21,20215,0,true,1266568857201913862
Twitter for iPhone,RT @WhiteHouse: "I want to express our Nation's deepest condolences and most heartfelt sympathies to the family of George Floyd." https://t…,05-29-2020 22:03:03,18554,0,true,1266490262181818371
Twitter for iPhone,https://t.co/mljmx2o0G7,05-29-2020 19:46:15,50497,184588,false,1266455834457968640
Twitter for iPhone,Looting leads to shooting and that’s why a man was shot and killed in Minneapolis on Wednesday night - or look at what just happened in Louisville with 7 people shot. I don’t want this to happen and that’s what the expression put out last night means....,05-29-2020 18:20:06,54292,254200,false,1266434153932894208
Twitter for iPhone,....It was spoken as a fact not as a statement. It’s very simple nobody should have any problem with this other than the haters and those looking to cause trouble on social media. Honor the memory of George Floyd!,05-29-2020 18:20:06,32177,165392,false,1266434155543506945
Twitter for iPhone,REVOKE 230!,05-29-2020 15:15:41,39439,202685,false,1266387743996870656
Twitter for iPhone,The National Guard has arrived on the scene. They are in Minneapolis and fully prepared. George Floyd will not have died in vain. Respect his memory!!!,05-29-2020 14:46:56,62861,330022,false,1266380510344949761
Twitter for iPhone,The National Guard has been activated In Minneapolis. They have arrived on the seen. George Floyd will not have died in vain. Respect his memory!!!,05-29-2020 14:42:51,1,9,false,1266379480890773505
Twitter for iPhone,RT @LaraLeaTrump: Looting is not protesting. Burning down local homes and businesses is not protesting. How sad that the memory of #GeorgeF…,05-29-2020 13:41:45,43410,0,true,1266364105931268097
Twitter for iPhone,CHINA!,05-29-2020 13:01:56,153859,799427,false,1266354084036194306
Twitter for iPhone,“Regulate Twitter if they are going to start regulating free speech.” @JudgeJeanine @foxandfriends  Well as they have just proven conclusively that’s what they are doing. Repeal Section 230!!!,05-29-2020 12:44:52,34330,130713,false,1266349790507515905
Twitter for iPhone,“The President has been targeted by Twitter.” @MariaBartiromo  What about all of the lies and fraudulent statements made by Adam Schiff and so many others on the Russian Witch Hunt Plus Plus Plus? What about China’s propaganda? WHO’s mistakes? No flags?  @foxandfriends,05-29-2020 12:33:36,40667,146465,false,1266346957611708417
Twitter for iPhone,Twitter is doing nothing about all of the lies &amp; propaganda being put out by China or the Radical Left Democrat Party. They have targeted Republicans Conservatives &amp; the President of the United States. Section 230 should be revoked by Congress. Until then it will be regulated!,05-29-2020 11:10:35,69340,273061,false,1266326065833824257
Twitter for iPhone,I can’t stand back &amp; watch this happen to a great American City Minneapolis. A total lack of leadership. Either the very weak Radical Left Mayor Jacob Frey get his act together and bring the City under control or I will send in the National Guard &amp; get the job done right.....,05-29-2020 04:53:14,71871,315427,false,1266231100172615680
Twitter for iPhone,....These THUGS are dishonoring the memory of George Floyd and I won’t let that happen. Just spoke to Governor Tim Walz and told him that the Military is with him all the way. Any difficulty and we will assume control but when the looting starts the shooting starts. Thank you!,05-29-2020 04:53:14,0,0,false,1266231100780744704
Twitter for iPhone,MAIL-IN VOTING WILL LEAD TO MASSIVE FRAUD AND ABUSE. IT WILL ALSO LEAD TO THE END OF OUR GREAT REPUBLICAN PARTY. WE CAN NEVER LET THIS TRAGEDY BEFALL OUR NATION. BIG MAIL-IN VICTORY IN TEXAS COURT TODAY. CONGRATS!!!,05-29-2020 01:00:39,57603,248457,false,1266172570983940101
Twitter for iPhone,.@Facebook CEO Mark Zuckerberg is today criticizing Twitter. “We have a different policy than Twitter on this. I believe strongly that Facebook shouldn’t be the arbiter of truth of everything that people say online.” Did Twitter criticize Obama for his “you can keep your Dr.”?,05-29-2020 00:48:59,38291,161172,false,1266169633016631297
Twitter for iPhone,https://t.co/ZjzQfVhTwZ,05-29-2020 00:34:51,29879,111540,false,1266166078260097029
Twitter for iPhone,https://t.co/mFzyzW74uY,05-29-2020 00:06:32,14122,49542,false,1266158949763604481
Twitter for iPhone,https://t.co/FHDMd4jx78,05-28-2020 22:50:19,33327,132464,false,1266139770050183169
Twitter for iPhone,I’m proud to commit $40.9M in @USDOT funding to Milwaukee’s East-West Bus Rapid Transit project. Bringing modern transit to the region’s most critical corridor and spur millions in economic development. Love Wisconsin! @RideMCTS,05-28-2020 22:19:30,12761,59418,false,1266132013679067136
Twitter for iPhone,Ogden Utah I am committing $64.5M to build bus service between Weber State University and McKay-Dee Hospital—very important services for Utahans! @RideUTA,05-28-2020 22:18:54,12001,58090,false,1266131862633811968
Twitter for iPhone,.@USDOT is committing $99.95M to @PGHtransit in Pennsylvania to connect Pittsburghers to their two largest commercial employment centers through safe quick transit service. Great things coming to a great State!,05-28-2020 22:18:33,9794,43870,false,1266131774477828097
Twitter for iPhone,MAX Red line in Oregon is set to receive $99.99M in @USDOT funds to reduce delays in the Portland area connect citizens to very important locations and make transit GREAT! @trimet,05-28-2020 22:17:57,9541,43694,false,1266131624812576768
Twitter for iPhone,I am proud to commit $60.9M in @USDOT funding to provide a BRAND NEW bus system for a very busy and popular transit corridor in the Albany NY area—more help coming to the people of New York! @CDTA,05-28-2020 22:17:06,9901,45866,false,1266131411326701574
Twitter for iPhone,Indiana is set to receive $100M in @USDOT transit funds for the @southshoreline to connect people to jobs around the State and the Chicago-area and help cut down on traffic. @GovHolcomb has worked very hard on this project!,05-28-2020 22:16:42,8828,40274,false,1266131311699378176
Twitter for iPhone,Big announcement for the State of Indiana! $77.5M committed in @USDOT funds for a “game-changing” transit project to provide fast and frequent service to the people of Indianapolis and Lawrence.,05-28-2020 22:15:48,12604,60217,false,1266131083566825472
Twitter for iPhone,I’m excited to commit $100M to @MiamiDadeCounty FL in @USDOT funding to connect fast-growing communities through state-of-the-art transit service! Fast safe and beautiful infrastructure!,05-28-2020 22:15:15,9972,45626,false,1266130942957162500
Twitter for iPhone,.@USDOT is committing $21.8M for the FIRST transit project of this kind in the Tampa Bay region. It will connect St. Petersburg to popular beaches through state-of-the-art transit buses with FREE WiFi. Will be a major help to heavily populated parts of the Great State of Florida!,05-28-2020 21:43:53,12759,56269,false,1266123052372328449
Twitter for iPhone,Very exciting news for the Phoenix area—@USDOT is committing $100M to @valleymetro for a 5.5-mile light rail system with 9 new stations connecting underserved areas to churches emergency services and more!,05-28-2020 21:43:05,10509,46203,false,1266122849225506819
Twitter for iPhone,https://t.co/STCgxGezrQ,05-28-2020 21:09:09,20121,73272,false,1266114309811249153
Twitter for iPhone,https://t.co/JFXFOtfDGS,05-28-2020 21:08:57,20550,79265,false,1266114258951188482
Twitter for iPhone,RT @WhiteHouse: The Trump Administration is making sure your taxpayer dollars don't go to social media giants that unfairly repress free sp…,05-28-2020 21:07:46,16417,0,true,1266113961704984590
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump is directing the Attorney General to work with states to enforce their laws against deceptive bu…,05-28-2020 21:07:43,9436,0,true,1266113948488798210
Twitter for iPhone,RT @WhiteHouse: "Today I am signing an Executive Order to protect and uphold the free speech and rights of the American people." https://t…,05-28-2020 21:07:40,23189,0,true,1266113937331945474
Twitter for iPhone,RT @WhiteHouse: President @realDonaldTrump just took executive action to fight online censorship by tech corporations including social med…,05-28-2020 21:07:39,20270,0,true,1266113931644489742
Twitter for iPhone,So ridiculous to see Twitter trying to make the case that Mail-In Ballots are not subject to FRAUD. How stupid there are examples &amp; cases all over the place. Our election process will become badly tainted &amp; a laughingstock all over the World. Tell that to your hater @yoyoel,05-28-2020 16:44:00,45339,169134,false,1266047584038256640
Twitter for iPhone,The men and women of the National Guard have been doing a great job fighting the CoronaVirus. This week I will extend their Title 32 orders through mid-August so they can continue to help States succeed in their response and recovery efforts.,05-28-2020 16:20:11,19456,96160,false,1266041589455077381
Twitter for iPhone,Thank you to our GREAT Republican Congressmen &amp; Congresswomen on your incredibly important blockage last night of a FISA Bill that would just perpetuate the abuse that produced the Greatest Political Crime In the History of the U.S. the Russian Witch-Hunt. Fantastic Job!,05-28-2020 14:44:31,27193,111555,false,1266017512162037761
Twitter for iPhone,All over the World the CoronaVirus a very bad “gift” from China marches on. Not good!,05-28-2020 14:34:10,62904,306907,false,1266014911127306240
Twitter for iPhone,We have just reached a very sad milestone with the coronavirus pandemic deaths reaching 100000. To all of the families &amp; friends of those who have passed I want to extend my heartfelt sympathy &amp; love for everything that these great people stood for &amp; represent. God be with you!,05-28-2020 13:37:57,34020,190231,false,1266000762057953284
Twitter for iPhone,This will be a Big Day for Social Media and FAIRNESS!,05-28-2020 12:37:57,68139,326297,false,1265985660898459655
Twitter for iPhone,RT @Repeoplecan: @GreggJarrett https://t.co/G61NvyWVG9Special Counsel was a Coup Plot created through leaking lies and falsifying evidence…,05-28-2020 12:25:53,11483,0,true,1265982627028361217
Twitter for iPhone,RT @randell_young: @GreggJarrett Everyone who knew there was no evidence of Trump-Russia collusion also knew the #ObamaGate "investigations…,05-28-2020 12:24:32,6700,0,true,1265982285817536515
Twitter for iPhone,RT @MarieLeff: @GreggJarrett Rice's last minute email was a setup to frame Comey. Couldn't happen to a better leaker &amp; liar... lock him up…,05-28-2020 12:24:32,6671,0,true,1265982285821722624
Twitter for iPhone,RT @MarieLeff: @GreggJarrett Also the plot thickens. Will Comey spend years in jail &amp; admit his illegal acts or like the weasel he is s…,05-28-2020 12:24:32,7635,0,true,1265982285830148097
Twitter for iPhone,RT @RomanEcho: @GreggJarrett @Comey When J. Edgar @Comey 🤡 sent @petestrzok &amp; Pientka to the WH to ambush @GenFlynn then bragged about it w…,05-28-2020 12:22:57,5788,0,true,1265981885953593344
Twitter for iPhone,RT @GreggJarrett: https://t.co/7ojhuDtRAD,05-28-2020 12:21:27,7643,0,true,1265981510718566405
Twitter for iPhone,RT @GreggJarrett: Trump attorney accuses Mueller of ‘monstrous lie and scheme to defraud’ https://t.co/xxY6CkHoWv,05-28-2020 12:21:07,10184,0,true,1265981427105124353
Twitter for iPhone,RT @VicToensing: Reason @AGWilliamBarr says he“does not expect”Obama/Biden to be investigated is not related to whether they committed crim…,05-28-2020 12:20:32,8915,0,true,1265981281143308290
Twitter for iPhone,RT @VicToensing: Does Judge Sullivan read SupCt decisions? Last week SupCt held using amici was “drastic departure” and “abuse of discretio…,05-28-2020 12:20:32,21687,0,true,1265981281147539458
Twitter for iPhone,RT @VicToensing: Let me get this straight. @GenFlynn was broke from legal fees and FBI threatened to prosecute his son if he did not plead…,05-28-2020 12:20:32,26944,0,true,1265981281155899393
Twitter for iPhone,RT @VicToensing: Great American: @RichardGrenell declassifying @GenFlynn Kislyak conversations. How cld Mueller accuse Flynn of lying abou…,05-28-2020 12:17:05,9851,0,true,1265980409663324161
Twitter for iPhone,So many different viewpoints! https://t.co/DCesPbJu5M,05-28-2020 12:16:08,11375,39928,false,1265980172739719170
Twitter for iPhone,RT @BarbaraRedgate: The Obama/Clinton Cabal Knew They Had To Stop General Mike Flynn First! OR They Would ALL Be Locked Up By NOW! @realDon…,05-28-2020 12:13:48,19760,0,true,1265979585587486725
Twitter for iPhone,RT @EliseStefanik: Thanks for the clarification @jack This makes YOU accountable for allowing the Chinese Communist Party to abuse this s…,05-28-2020 12:13:28,20097,0,true,1265979501021929474
Twitter for iPhone,RT @realDonaldTrump: New papers make CLEAR that the Obama Administration SPIED in an unprecedented manner on the Trump Campaign and beyon…,05-28-2020 12:13:28,40933,0,true,1265979501021978624
Twitter for iPhone,RT @RichardGrenell: After spending years peddling a Russian collusion hoax but under oath admitting you saw NOTHING forgive us if we igno…,05-28-2020 12:10:32,29972,0,true,1265978761826222080
Twitter for iPhone,@USAttyHuber Whatever happen to John Huber?,05-28-2020 12:09:21,6508,15200,false,1265978466039746560
Twitter for iPhone,RT @VicToensing: Of course Sidney is right on. #ObamaGate #maga,05-28-2020 12:01:51,6162,0,true,1265976577113952265
Twitter for iPhone,RT @VicToensing: For over 3 years MSM including NYT and WP have been writing about what @GenFlynn discussed with Amb. Kislyak. But they h…,05-28-2020 12:01:13,11849,0,true,1265976417440980993
Twitter for iPhone,The greatest political crime in USA History! https://t.co/kyPZwHsBDQ,05-28-2020 11:59:56,12515,42492,false,1265976095209373696
Twitter for iPhone,Yet she doesn’t let people even breath in Michigan. A very bad double standard! https://t.co/A60YxvWFGv,05-28-2020 11:57:46,14825,54446,false,1265975549954076672
Twitter for iPhone,RT @GreggJarrett: Former CBS Reporter One Of The First ‘To Identify Myself As A Target of Illegal Spying Under Obama Admin’ https://t.co/VQ…,05-28-2020 11:54:31,9584,0,true,1265974732769439745
Twitter for iPhone,Trump on Russia Hoax: ‘When the Papers Come Out’ We Will Learn Obama ‘Knew Everything’ https://t.co/cugnMv1RuO,05-28-2020 11:53:00,20464,68834,false,1265974350991278080
Twitter for iPhone,RT @SidneyPowell1: #Mueller investigation viewed exposure of truth as #ObstructionOfJustice.It was all so corrupt.and so wrong.What liars…,05-28-2020 04:01:27,11032,0,true,1265855682659614720
Twitter for iPhone,Thank you Cowboys. See you in New Mexico! https://t.co/aCRJeskUA8,05-28-2020 04:00:34,12394,48285,false,1265855459719892993
Twitter for iPhone,RT @CherokeeOwl: Joe you lost the Black Vote with a stupid comment- now you’ve lost the Latino Vote with this gaff👇👇Latinos don’t like to…,05-28-2020 03:57:21,8460,0,true,1265854651389415424
Twitter for iPhone,RT @ConservaMomUSA: @realDonaldTrump Hey @Jack- while you’re at it- can you #FactCheck all #FISA applications?#SpyGate#ObamaGate#Trump20…,05-28-2020 03:55:17,7667,0,true,1265854129756348418
Twitter for iPhone,RT @sxdoc: FBI Director Wray opens “internal review” into how bureau handled Michael Flynn casehttps://t.co/Sa8nSBl0nrLou Dobbs/ Tom Fitt…,05-28-2020 03:53:47,5989,0,true,1265853751497277440
Twitter for iPhone,He looks better! https://t.co/qzxn6Svlpc,05-28-2020 03:45:25,21934,136730,false,1265851644736081921
Twitter for iPhone,RT @LindaSuhler: @realDonaldTrump @LouDobbs Absolutely 100% the greatest President in history!  Thank you Lou Dobbs!,05-28-2020 03:42:02,5566,0,true,1265850796719124480
Twitter for iPhone,RT @realDonaldTrump: Sean Parnell is an American Hero. Conor Lamb has proven to be an American fraud and a puppet for Crazy Nancy Pelosi.…,05-28-2020 03:36:58,16370,0,true,1265849517892603904
Twitter for iPhone,RT @SeanParnellUSA: Talked with @PeteHegseth this morning about the urgency of reopening #PA safely @realDonaldTrump’s incredible endorsem…,05-28-2020 03:36:38,5095,0,true,1265849436929961990
Twitter for iPhone,RT @SaraCarterDC: .@SeanParnellUSA Says Trump's Endorsement Is A 'tremendous honor' "I left the military with next to nothing. A decade l…,05-28-2020 03:36:11,4816,0,true,1265849322970718209
Twitter for iPhone,Thank you Lou! https://t.co/edjugpzH0i,05-28-2020 03:07:30,4569,18726,false,1265842102266626049
Twitter for iPhone,Who else gave the less than elite (We are the elite. We know how to WIN!) 260 great new Federal Judges 2 SCJ’s Low Taxes biggest ever REG. CUTS Rebuilt Military Choice saved 2A &amp; MUCH more? Not Sleepy Joe! Thank you Erick. https://t.co/wSabyoJ2GT,05-28-2020 02:35:58,11526,45098,false,1265834167272603649
Twitter for iPhone,RT @mrddmia: Cheers to the Arizona Attorney General (@GeneralBrnovich) for stepping up and protecting Arizonans from trillion-dollar monopo…,05-28-2020 02:16:51,6818,0,true,1265829357127446534
Twitter for iPhone,RT @EWErickson: Rush Limbaugh gets an extraordinary amount of hate from people who failed in the talk radio business.  These same people ar…,05-28-2020 02:15:13,6485,0,true,1265828945490063362
Twitter for iPhone,RT @LoganDobson: An obviously true statement that will nevertheless drive people on the internet insane: “Zuckerberg says private compani…,05-28-2020 02:08:18,9053,0,true,1265827204715417600
Twitter for iPhone,Texas Supreme Court: Lack of immunity to COVID-19 alone not enough to vote by mail https://t.co/rAZVRF4nkj  Big win in Texas on the dangerous Mail In Voting Scam!,05-28-2020 02:07:37,17804,59274,false,1265827032707072000
Twitter for iPhone,RT @McAllisterDen: If you have time today please pray for Rush Limbaugh and his family—strength peace comfort and healing according to G…,05-28-2020 01:54:45,14392,0,true,1265823797233491969
Twitter for iPhone,Big Tech is doing everything in their very considerable power to CENSOR in advance of the 2020 Election. If that happens we no longer have our freedom. I will never let it happen! They tried hard in 2016 and lost. Now they are going absolutely CRAZY. Stay Tuned!!!,05-28-2020 01:36:55,47380,181317,false,1265819308699070464
Twitter Media Studio,https://t.co/xz1FUpr6p0,05-27-2020 23:52:14,15364,44994,false,1265792961612320769
Twitter Media Studio,https://t.co/cYPjbISml3,05-27-2020 23:41:52,11651,36628,false,1265790356379054080
Twitter for iPhone,'He is arguably the greatest president in our history.' Thank you @LouDobbs! https://t.co/6dfy0yxu9l , 05-27-2020 22:58:18,18223,71416,false,1265779391646187520
Twitter for iPhone,At my request the FBI and the Department of Justice are already well into an investigation as to the very sad and tragic death in Minnesota of George Floyd....,05-27-2020 22:39:56,50111,247307,false,1265774767493148672
Twitter for iPhone,....I have asked for this investigation to be expedited and greatly appreciate all of the work done by local law enforcement. My heart goes out to George’s family and friends. Justice will be served!,05-27-2020 22:39:56,27476,141521,false,1265774770877902848
Twitter for iPhone,If the FISA Bill is passed tonight on the House floor I will quickly VETO it. Our Country has just suffered through the greatest political crime in its history. The massive abuse of FISA was a big part of it!,05-27-2020 22:16:31,40598,164483,false,1265768877427851265
Twitter for iPhone,Thank you to @NASA and @SpaceX for their hard work and leadership. Look forward to being back with you on Saturday!,05-27-2020 21:28:24,21816,152454,false,1265756765389418496
Twitter for iPhone,RT @NASA: LIVE NOW: History is about to be made. Watch as @NASA_Astronauts #LaunchAmerica to the @Space_Station from American soil for the…,05-27-2020 18:09:33,42498,0,true,1265706724121473025
Twitter for iPhone,WARRANTLESS SURVEILLANCE OF AMERICANS IS WRONG!,05-27-2020 18:09:14,58424,271873,false,1265706645134274561
Twitter for iPhone,RT @NASA: Welcome to Launch Day 🚀Live #LaunchAmerica coverage starts at 12:15pm ET. Liftoff is at 4:33pm ET. Let’s light this candle!…,05-27-2020 16:36:34,8674,0,true,1265683323843686402
Twitter for iPhone,RT @realDonaldTrump: OBAMAGATE MAKES WATERGATE LOOK LIKE SMALL POTATOES!,05-27-2020 14:23:27,63994,0,true,1265649826504609792
Twitter for iPhone,Twitter has now shown that everything we have been saying about them (and their other compatriots) is correct. Big action to follow!,05-27-2020 14:22:20,67624,277906,false,1265649545410744321
Twitter for iPhone,The Radical Left Lamestream Media together with their partner the Do Nothing Democrats are trying to spread a new narrative that President Trump was slow in reacting to Covid 19. Wrong I was very fast even doing the Ban on China long before anybody thought necessary!,05-27-2020 13:19:37,29045,121073,false,1265633761024188417
Twitter for iPhone,Psycho Joe Scarborough is rattled not only by his bad ratings but all of the things and facts that are coming out on the internet about opening a Cold Case. He knows what is happening!,05-27-2020 12:42:10,32739,129250,false,1265624335898869760
Twitter for iPhone,We pass 15000000 Tests Today by far the most in the World. Open Safely!,05-27-2020 11:59:01,25685,143230,false,1265613475809763328
